t,px,py,pz,ex,ey,ez,err
0.00,-0.037,-0.032,-0.013,-5.353,-0.021,0.675,5.357
0.02,-0.037,-0.032,-0.013,-5.353,-0.021,0.675,5.358
0.04,-0.037,-0.032,-0.013,-5.353,-0.021,0.675,5.358
0.06,-0.036,-0.032,-0.013,-5.354,-0.021,0.675,5.359
0.08,-0.036,-0.032,-0.013,-5.354,-0.021,0.675,5.359
0.11,-0.036,-0.032,-0.013,-5.354,-0.021,0.675,5.359
0.13,-0.036,-0.032,-0.013,-5.354,-0.021,0.675,5.359
0.15,-0.036,-0.032,-0.012,-5.355,-0.021,0.675,5.360
0.17,-0.036,-0.032,-0.012,-5.355,-0.021,0.675,5.360
0.19,-0.035,-0.033,-0.012,-5.355,-0.021,0.675,5.362
0.21,-0.035,-0.033,-0.012,-5.355,-0.021,0.675,5.362
0.23,-0.034,-0.034,-0.012,-5.355,-0.021,0.675,5.362
0.25,-0.034,-0.034,-0.012,-5.355,-0.021,0.675,5.362
0.27,-0.034,-0.034,-0.012,-5.357,-0.021,0.675,5.365
0.29,-0.034,-0.034,-0.012,-5.357,-0.021,0.675,5.365
0.31,-0.033,-0.035,-0.012,-5.357,-0.021,0.675,5.365
0.33,-0.033,-0.035,-0.012,-5.357,-0.021,0.675,5.365
0.36,-0.033,-0.035,-0.012,-5.357,-0.021,0.675,5.365
0.38,-0.033,-0.035,-0.012,-5.357,-0.021,0.675,5.365
0.40,-0.033,-0.036,-0.012,-5.358,-0.021,0.675,5.366
0.42,-0.033,-0.036,-0.012,-5.358,-0.021,0.675,5.366
0.44,-0.033,-0.036,-0.012,-5.358,-0.021,0.676,5.367
0.46,-0.033,-0.036,-0.012,-5.358,-0.021,0.676,5.367
0.48,-0.033,-0.037,-0.013,-5.397,-0.021,0.681,5.406
0.50,-0.033,-0.037,-0.013,-5.397,-0.021,0.681,5.406
0.52,-0.033,-0.037,-0.013,-5.438,-0.021,0.686,5.447
0.54,-0.033,-0.037,-0.013,-5.438,-0.021,0.686,5.447
0.56,-0.033,-0.037,-0.013,-5.438,-0.021,0.686,5.447
0.58,-0.034,-0.038,-0.013,-5.479,-0.021,0.692,5.487
0.61,-0.034,-0.038,-0.013,-5.479,-0.021,0.692,5.487
0.63,-0.035,-0.038,-0.013,-5.520,-0.021,0.697,5.528
0.65,-0.035,-0.038,-0.013,-5.520,-0.021,0.697,5.528
0.67,-0.035,-0.038,-0.014,-5.561,-0.021,0.703,5.569
0.69,-0.035,-0.038,-0.014,-5.561,-0.021,0.703,5.569
0.71,-0.036,-0.038,-0.014,-5.603,-0.020,0.708,5.610
0.73,-0.036,-0.038,-0.014,-5.603,-0.020,0.708,5.610
0.75,-0.037,-0.037,-0.014,-5.645,-0.020,0.714,5.652
0.77,-0.037,-0.037,-0.014,-5.645,-0.020,0.714,5.652
0.79,-0.037,-0.037,-0.015,-5.685,-0.020,0.719,5.692
0.81,-0.037,-0.037,-0.015,-5.685,-0.020,0.719,5.692
0.83,-0.038,-0.037,-0.015,-5.727,-0.020,0.725,5.734
0.85,-0.038,-0.037,-0.015,-5.727,-0.020,0.725,5.734
0.88,-0.038,-0.037,-0.016,-5.768,-0.020,0.730,5.774
0.90,-0.038,-0.037,-0.016,-5.768,-0.020,0.730,5.774
0.92,-0.038,-0.036,-0.016,-5.809,-0.020,0.735,5.815
0.94,-0.038,-0.036,-0.016,-5.809,-0.020,0.735,5.815
0.96,-0.039,-0.036,-0.016,-5.851,-0.020,0.740,5.857
0.98,-0.039,-0.036,-0.016,-5.851,-0.020,0.740,5.857
1.00,-0.039,-0.036,-0.017,-5.913,-0.019,0.748,5.919
1.02,-0.039,-0.036,-0.017,-5.913,-0.019,0.748,5.919
1.04,-0.039,-0.036,-0.017,-5.954,-0.019,0.753,5.961
1.06,-0.039,-0.036,-0.017,-5.954,-0.019,0.753,5.961
1.08,-0.039,-0.036,-0.017,-5.954,-0.019,0.753,5.961
1.10,-0.039,-0.036,-0.018,-5.995,-0.019,0.758,6.002
1.12,-0.039,-0.036,-0.018,-5.995,-0.019,0.758,6.002
1.14,-0.039,-0.035,-0.018,-6.037,-0.019,0.763,6.044
1.17,-0.039,-0.035,-0.018,-6.037,-0.019,0.763,6.044
1.19,-0.038,-0.035,-0.019,-6.077,-0.019,0.768,6.085
1.21,-0.038,-0.035,-0.019,-6.077,-0.019,0.768,6.085
1.23,-0.038,-0.034,-0.019,-6.118,-0.019,0.773,6.126
1.25,-0.038,-0.034,-0.019,-6.118,-0.019,0.773,6.126
