t,px,py,pz,ex,ey,ez,err
0.00,0.046,0.021,0.005,-1.839,-0.119,0.827,2.066
0.02,0.046,0.021,0.005,-1.839,-0.119,0.827,2.066
0.04,0.046,0.020,0.005,-1.856,-0.111,0.824,2.079
0.06,0.046,0.020,0.005,-1.856,-0.111,0.824,2.079
0.08,0.046,0.020,0.005,-1.901,-0.088,0.813,2.114
0.10,0.046,0.020,0.005,-1.901,-0.088,0.813,2.114
0.12,0.046,0.020,0.005,-1.945,-0.065,0.802,2.150
0.15,0.046,0.020,0.005,-1.945,-0.065,0.802,2.150
0.17,0.047,0.019,0.004,-1.985,-0.044,0.791,2.183
0.19,0.047,0.019,0.004,-1.985,-0.044,0.791,2.183
0.21,0.047,0.018,0.004,-2.023,-0.024,0.781,2.214
0.23,0.047,0.018,0.004,-2.023,-0.024,0.781,2.214
0.25,0.047,0.016,0.004,-2.061,-0.004,0.769,2.246
0.27,0.047,0.016,0.004,-2.061,-0.004,0.769,2.246
0.29,0.047,0.015,0.004,-2.097,0.015,0.758,2.276
0.31,0.047,0.015,0.004,-2.097,0.015,0.758,2.276
0.33,0.047,0.014,0.003,-2.140,0.038,0.744,2.312
0.35,0.047,0.014,0.003,-2.140,0.038,0.744,2.312
0.37,0.047,0.013,0.003,-2.176,0.056,0.732,2.342
0.40,0.047,0.013,0.003,-2.176,0.056,0.732,2.342
0.42,0.047,0.012,0.002,-2.212,0.073,0.720,2.372
0.44,0.047,0.012,0.002,-2.212,0.073,0.720,2.372
0.46,0.047,0.011,0.002,-2.244,0.089,0.709,2.400
0.48,0.047,0.011,0.002,-2.244,0.089,0.709,2.400
0.50,0.046,0.011,0.001,-2.278,0.104,0.698,2.429
0.52,0.046,0.011,0.001,-2.278,0.104,0.698,2.429
0.54,0.046,0.010,0.001,-2.309,0.117,0.687,2.456
0.56,0.046,0.010,0.001,-2.309,0.117,0.687,2.456
0.58,0.046,0.010,0.001,-2.309,0.117,0.687,2.456
0.60,0.045,0.009,0.000,-2.359,0.137,0.669,2.499
0.62,0.045,0.009,0.000,-2.359,0.137,0.669,2.499
0.64,0.045,0.008,0.000,-2.392,0.148,0.657,2.528
0.67,0.045,0.008,0.000,-2.392,0.148,0.657,2.528
