t,px,py,pz,ex,ey,ez,err
0.00,0.016,-0.016,0.000,-1.631,-0.409,0.409,1.743
0.02,0.017,-0.016,0.000,-1.634,-0.410,0.410,1.745
0.04,0.017,-0.016,0.000,-1.634,-0.410,0.410,1.745
0.06,0.017,-0.016,0.000,-1.679,-0.425,0.426,1.796
0.08,0.017,-0.016,0.000,-1.679,-0.425,0.426,1.796
0.11,0.017,-0.016,-0.000,-1.735,-0.444,0.446,1.858
0.13,0.017,-0.016,-0.000,-1.735,-0.444,0.446,1.858
0.15,0.017,-0.015,-0.000,-1.790,-0.462,0.466,1.919
0.17,0.017,-0.015,-0.000,-1.790,-0.462,0.466,1.919
0.19,0.017,-0.015,-0.000,-1.844,-0.480,0.486,1.979
0.21,0.017,-0.015,-0.000,-1.844,-0.480,0.486,1.979
0.23,0.018,-0.014,-0.000,-1.893,-0.496,0.503,2.034
0.25,0.018,-0.014,-0.000,-1.893,-0.496,0.503,2.034
0.27,0.019,-0.013,-0.001,-1.942,-0.512,0.521,2.089
0.29,0.019,-0.013,-0.001,-1.942,-0.512,0.521,2.089
0.31,0.019,-0.013,-0.001,-1.989,-0.527,0.538,2.141
0.33,0.019,-0.013,-0.001,-1.989,-0.527,0.538,2.141
0.35,0.020,-0.012,-0.001,-2.037,-0.542,0.555,2.195
0.38,0.020,-0.012,-0.001,-2.037,-0.542,0.555,2.195
0.40,0.021,-0.012,-0.001,-2.084,-0.557,0.572,2.248
0.42,0.021,-0.012,-0.001,-2.084,-0.557,0.572,2.248
0.44,0.022,-0.011,-0.001,-2.130,-0.570,0.588,2.300
0.46,0.022,-0.011,-0.001,-2.130,-0.570,0.588,2.300
0.48,0.023,-0.011,-0.002,-2.172,-0.583,0.603,2.346
0.50,0.023,-0.011,-0.002,-2.172,-0.583,0.603,2.346
0.52,0.024,-0.010,-0.002,-2.213,-0.594,0.617,2.392
0.54,0.024,-0.010,-0.002,-2.213,-0.594,0.617,2.392
0.56,0.024,-0.010,-0.002,-2.213,-0.594,0.617,2.392
0.58,0.026,-0.009,-0.002,-2.275,-0.612,0.638,2.462
0.60,0.026,-0.009,-0.002,-2.275,-0.612,0.638,2.462
0.63,0.027,-0.008,-0.002,-2.315,-0.622,0.651,2.506
