t,px,py,pz,ex,ey,ez,err
0.00,0.006,-0.027,-0.025,-5.046,-0.006,0.636,5.089
0.02,0.006,-0.027,-0.025,-5.046,-0.006,0.636,5.089
0.04,0.006,-0.027,-0.025,-5.046,-0.006,0.636,5.089
0.06,0.007,-0.027,-0.025,-5.047,-0.006,0.636,5.090
0.08,0.007,-0.027,-0.025,-5.047,-0.006,0.636,5.090
0.10,0.007,-0.027,-0.025,-5.047,-0.006,0.636,5.091
0.12,0.007,-0.027,-0.025,-5.047,-0.006,0.636,5.091
0.15,0.007,-0.026,-0.024,-5.047,-0.006,0.636,5.092
0.17,0.007,-0.026,-0.024,-5.047,-0.006,0.636,5.092
0.19,0.008,-0.026,-0.024,-5.049,-0.006,0.637,5.094
0.21,0.008,-0.026,-0.024,-5.049,-0.006,0.637,5.094
0.23,0.008,-0.025,-0.024,-5.049,-0.006,0.637,5.094
0.25,0.008,-0.025,-0.024,-5.049,-0.006,0.637,5.094
0.27,0.009,-0.025,-0.023,-5.049,-0.006,0.637,5.095
0.29,0.009,-0.025,-0.023,-5.049,-0.006,0.637,5.095
0.31,0.010,-0.025,-0.023,-5.049,-0.006,0.637,5.096
0.33,0.010,-0.025,-0.023,-5.049,-0.006,0.637,5.096
0.35,0.011,-0.024,-0.023,-5.050,-0.006,0.637,5.098
0.37,0.011,-0.024,-0.023,-5.050,-0.006,0.637,5.098
0.40,0.011,-0.024,-0.022,-5.050,-0.006,0.637,5.099
0.42,0.011,-0.024,-0.022,-5.050,-0.006,0.637,5.099
0.44,0.013,-0.024,-0.022,-5.052,-0.006,0.637,5.101
0.46,0.013,-0.024,-0.022,-5.052,-0.006,0.637,5.101
0.48,0.013,-0.024,-0.021,-5.088,-0.006,0.642,5.140
0.50,0.013,-0.024,-0.021,-5.088,-0.006,0.642,5.140
0.52,0.014,-0.024,-0.021,-5.129,-0.006,0.648,5.181
0.54,0.014,-0.024,-0.021,-5.129,-0.006,0.648,5.181
0.56,0.014,-0.024,-0.021,-5.129,-0.006,0.648,5.181
0.58,0.016,-0.024,-0.020,-5.170,-0.006,0.654,5.225
0.60,0.016,-0.024,-0.020,-5.170,-0.006,0.654,5.225
0.62,0.017,-0.023,-0.020,-5.212,-0.006,0.660,5.268
0.65,0.017,-0.023,-0.020,-5.212,-0.006,0.660,5.268
0.67,0.018,-0.023,-0.020,-5.253,-0.006,0.665,5.310
0.69,0.018,-0.023,-0.020,-5.253,-0.006,0.665,5.310
0.71,0.018,-0.023,-0.019,-5.294,-0.006,0.671,5.352
0.73,0.018,-0.023,-0.019,-5.294,-0.006,0.671,5.352
0.75,0.019,-0.023,-0.019,-5.335,-0.006,0.676,5.395
0.77,0.019,-0.023,-0.019,-5.335,-0.006,0.676,5.395
0.79,0.020,-0.023,-0.018,-5.376,-0.006,0.682,5.437
0.81,0.020,-0.023,-0.018,-5.376,-0.006,0.682,5.437
0.83,0.020,-0.022,-0.018,-5.419,-0.006,0.688,5.480
0.85,0.020,-0.022,-0.018,-5.419,-0.006,0.688,5.480
0.87,0.021,-0.022,-0.017,-5.460,-0.006,0.693,5.522
0.89,0.021,-0.022,-0.017,-5.460,-0.006,0.693,5.522
0.92,0.021,-0.022,-0.016,-5.501,-0.006,0.699,5.564
0.94,0.021,-0.022,-0.016,-5.501,-0.006,0.699,5.564
0.96,0.022,-0.021,-0.016,-5.542,-0.006,0.704,5.606
0.98,0.022,-0.021,-0.016,-5.542,-0.006,0.704,5.606
1.00,0.022,-0.021,-0.015,-5.605,-0.006,0.712,5.670
1.02,0.022,-0.021,-0.015,-5.605,-0.006,0.712,5.670
1.04,0.022,-0.021,-0.014,-5.646,-0.006,0.718,5.712
1.06,0.022,-0.021,-0.014,-5.646,-0.006,0.718,5.712
1.08,0.022,-0.021,-0.014,-5.646,-0.006,0.718,5.712
1.10,0.022,-0.020,-0.014,-5.687,-0.006,0.723,5.753
1.12,0.022,-0.020,-0.014,-5.687,-0.006,0.723,5.753
1.14,0.021,-0.019,-0.014,-5.729,-0.006,0.728,5.795
1.16,0.021,-0.019,-0.014,-5.729,-0.006,0.728,5.795
1.19,0.021,-0.019,-0.014,-5.769,-0.005,0.734,5.835
1.21,0.021,-0.019,-0.014,-5.769,-0.005,0.734,5.835
1.23,0.021,-0.018,-0.014,-5.811,-0.005,0.739,5.877
1.25,0.021,-0.018,-0.014,-5.811,-0.005,0.739,5.877
1.27,0.021,-0.018,-0.014,-5.852,-0.005,0.744,5.918
1.29,0.021,-0.018,-0.014,-5.852,-0.005,0.744,5.918
1.31,0.021,-0.017,-0.014,-5.893,-0.005,0.749,5.959
1.33,0.021,-0.017,-0.014,-5.893,-0.005,0.749,5.959
1.35,0.020,-0.016,-0.014,-5.935,-0.005,0.754,6.001
1.37,0.020,-0.016,-0.014,-5.935,-0.005,0.754,6.001
1.39,0.020,-0.016,-0.014,-5.976,-0.005,0.760,6.043
1.41,0.020,-0.016,-0.014,-5.976,-0.005,0.760,6.043
1.43,0.020,-0.015,-0.014,-6.016,-0.005,0.765,6.083
1.46,0.020,-0.015,-0.014,-6.016,-0.005,0.765,6.083
1.48,0.020,-0.014,-0.014,-6.057,-0.005,0.770,6.124
1.50,0.020,-0.014,-0.014,-6.057,-0.005,0.770,6.124
1.52,0.019,-0.013,-0.014,-6.120,-0.005,0.777,6.187
1.54,0.019,-0.013,-0.014,-6.120,-0.005,0.777,6.187
1.56,0.019,-0.013,-0.014,-6.120,-0.005,0.777,6.187
