t,px,py,pz,ex,ey,ez,err
0.00,0.017,-0.002,-0.004,-1.458,-0.094,0.469,1.549
0.02,0.017,-0.002,-0.004,-1.460,-0.095,0.470,1.551
0.04,0.017,-0.002,-0.004,-1.460,-0.095,0.470,1.551
0.06,0.017,-0.002,-0.004,-1.507,-0.098,0.487,1.601
0.08,0.017,-0.002,-0.004,-1.507,-0.098,0.487,1.601
0.11,0.017,-0.002,-0.004,-1.563,-0.103,0.508,1.662
0.13,0.017,-0.002,-0.004,-1.563,-0.103,0.508,1.662
0.15,0.017,-0.003,-0.004,-1.619,-0.107,0.529,1.722
0.17,0.017,-0.003,-0.004,-1.619,-0.107,0.529,1.722
0.19,0.018,-0.004,-0.004,-1.673,-0.111,0.549,1.779
0.21,0.018,-0.004,-0.004,-1.673,-0.111,0.549,1.779
0.23,0.018,-0.005,-0.003,-1.729,-0.115,0.569,1.840
0.25,0.018,-0.005,-0.003,-1.729,-0.115,0.569,1.840
0.27,0.019,-0.006,-0.003,-1.780,-0.119,0.588,1.894
0.29,0.019,-0.006,-0.003,-1.780,-0.119,0.588,1.894
0.31,0.019,-0.007,-0.002,-1.830,-0.123,0.606,1.949
0.33,0.019,-0.007,-0.002,-1.830,-0.123,0.606,1.949
0.36,0.020,-0.008,-0.001,-1.879,-0.126,0.624,2.002
0.38,0.020,-0.008,-0.001,-1.879,-0.126,0.624,2.002
0.40,0.021,-0.010,0.000,-1.928,-0.129,0.641,2.055
0.42,0.021,-0.010,0.000,-1.928,-0.129,0.641,2.055
0.44,0.021,-0.011,0.001,-1.974,-0.133,0.657,2.105
0.46,0.021,-0.011,0.001,-1.974,-0.133,0.657,2.105
0.48,0.022,-0.012,0.002,-2.022,-0.136,0.674,2.157
0.50,0.022,-0.012,0.002,-2.022,-0.136,0.674,2.157
0.52,0.023,-0.013,0.004,-2.065,-0.138,0.688,2.203
0.54,0.023,-0.013,0.004,-2.065,-0.138,0.688,2.203
0.56,0.023,-0.013,0.004,-2.065,-0.138,0.688,2.203
0.58,0.023,-0.013,0.006,-2.127,-0.143,0.710,2.269
0.60,0.023,-0.013,0.006,-2.127,-0.143,0.710,2.269
0.63,0.024,-0.014,0.007,-2.168,-0.145,0.723,2.313
0.65,0.024,-0.014,0.007,-2.168,-0.145,0.723,2.313
0.67,0.024,-0.014,0.008,-2.208,-0.147,0.736,2.357
0.69,0.024,-0.014,0.008,-2.208,-0.147,0.736,2.357
0.71,0.024,-0.015,0.009,-2.248,-0.149,0.747,2.398
0.73,0.024,-0.015,0.009,-2.248,-0.149,0.747,2.398
0.75,0.023,-0.015,0.011,-2.289,-0.151,0.759,2.441
0.77,0.023,-0.015,0.011,-2.289,-0.151,0.759,2.441
0.79,0.023,-0.016,0.012,-2.327,-0.152,0.769,2.480
0.81,0.023,-0.016,0.012,-2.327,-0.152,0.769,2.480
0.83,0.023,-0.016,0.013,-2.364,-0.154,0.779,2.519
0.86,0.023,-0.016,0.013,-2.364,-0.154,0.779,2.519
0.88,0.023,-0.016,0.014,-2.402,-0.155,0.787,2.557
0.90,0.023,-0.016,0.014,-2.402,-0.155,0.787,2.557
0.92,0.022,-0.017,0.015,-2.440,-0.155,0.795,2.596
0.94,0.022,-0.017,0.015,-2.440,-0.155,0.795,2.596
0.96,0.021,-0.017,0.016,-2.478,-0.156,0.802,2.633
0.98,0.021,-0.017,0.016,-2.478,-0.156,0.802,2.633
1.00,0.021,-0.017,0.017,-2.518,-0.156,0.809,2.673
1.02,0.021,-0.017,0.017,-2.518,-0.156,0.809,2.673
1.04,0.020,-0.017,0.018,-2.555,-0.156,0.815,2.710
1.06,0.020,-0.017,0.018,-2.555,-0.156,0.815,2.710
1.08,0.020,-0.017,0.018,-2.555,-0.156,0.815,2.710
1.10,0.019,-0.017,0.019,-2.611,-0.156,0.822,2.764
1.12,0.019,-0.017,0.019,-2.611,-0.156,0.822,2.764
1.15,0.018,-0.017,0.020,-2.649,-0.156,0.826,2.802
1.17,0.018,-0.017,0.020,-2.649,-0.156,0.826,2.802
1.19,0.017,-0.016,0.020,-2.688,-0.155,0.829,2.839
1.21,0.017,-0.016,0.020,-2.688,-0.155,0.829,2.839
1.23,0.016,-0.016,0.021,-2.727,-0.154,0.832,2.876
1.25,0.016,-0.016,0.021,-2.727,-0.154,0.832,2.876
1.27,0.015,-0.016,0.022,-2.768,-0.153,0.834,2.916
1.29,0.015,-0.016,0.022,-2.768,-0.153,0.834,2.916
1.31,0.015,-0.015,0.022,-2.807,-0.151,0.835,2.952
1.33,0.015,-0.015,0.022,-2.807,-0.151,0.835,2.952
1.35,0.014,-0.014,0.022,-2.847,-0.150,0.836,2.990
1.37,0.014,-0.014,0.022,-2.847,-0.150,0.836,2.990
1.40,0.013,-0.013,0.023,-2.887,-0.148,0.837,3.028
1.42,0.013,-0.013,0.023,-2.887,-0.148,0.837,3.028
1.44,0.012,-0.012,0.023,-2.928,-0.146,0.836,3.066
1.46,0.012,-0.012,0.023,-2.928,-0.146,0.836,3.066
1.48,0.012,-0.011,0.023,-2.969,-0.144,0.836,3.105
1.50,0.012,-0.011,0.023,-2.969,-0.144,0.836,3.105
1.52,0.011,-0.010,0.023,-3.013,-0.142,0.835,3.146
1.54,0.011,-0.010,0.023,-3.013,-0.142,0.835,3.146
1.56,0.011,-0.010,0.023,-3.013,-0.142,0.835,3.146
1.58,0.011,-0.009,0.022,-3.071,-0.139,0.833,3.201
1.60,0.011,-0.009,0.022,-3.071,-0.139,0.833,3.201
1.62,0.011,-0.008,0.022,-3.112,-0.137,0.831,3.240
1.64,0.011,-0.008,0.022,-3.112,-0.137,0.831,3.240
1.67,0.011,-0.006,0.022,-3.154,-0.134,0.829,3.280
1.69,0.011,-0.006,0.022,-3.154,-0.134,0.829,3.280
1.71,0.011,-0.005,0.022,-3.197,-0.132,0.827,3.321
1.73,0.011,-0.005,0.022,-3.197,-0.132,0.827,3.321
1.75,0.011,-0.003,0.022,-3.242,-0.129,0.824,3.363
1.77,0.011,-0.003,0.022,-3.242,-0.129,0.824,3.363
1.79,0.011,-0.002,0.022,-3.285,-0.126,0.821,3.404
1.81,0.011,-0.002,0.022,-3.285,-0.126,0.821,3.404
1.83,0.011,-0.000,0.022,-3.326,-0.124,0.818,3.444
