t,px,py,pz,ex,ey,ez,err
1.77,-0.036,-0.014,-0.033,-6.043,-0.012,0.776,6.053
1.79,-0.035,-0.014,-0.033,-6.084,-0.012,0.781,6.095
1.81,-0.035,-0.014,-0.033,-6.084,-0.012,0.781,6.095
1.83,-0.034,-0.015,-0.033,-6.125,-0.011,0.786,6.138
1.85,-0.034,-0.015,-0.033,-6.125,-0.011,0.786,6.138
1.87,-0.033,-0.015,-0.034,-6.166,-0.011,0.791,6.180
1.89,-0.033,-0.015,-0.034,-6.166,-0.011,0.791,6.180
1.92,-0.033,-0.015,-0.034,-6.208,-0.011,0.796,6.222
1.94,-0.033,-0.015,-0.034,-6.208,-0.011,0.796,6.222
1.96,-0.032,-0.016,-0.034,-6.248,-0.011,0.801,6.263
1.98,-0.032,-0.016,-0.034,-6.248,-0.011,0.801,6.263
2.00,-0.031,-0.017,-0.035,-6.310,-0.011,0.808,6.326
2.02,-0.031,-0.017,-0.035,-6.310,-0.011,0.808,6.326
2.04,-0.031,-0.017,-0.035,-6.352,-0.011,0.813,6.369
2.06,-0.031,-0.017,-0.035,-6.352,-0.011,0.813,6.369
2.08,-0.031,-0.017,-0.035,-6.352,-0.011,0.813,6.369
2.10,-0.031,-0.018,-0.036,-6.392,-0.011,0.817,6.410
2.12,-0.031,-0.018,-0.036,-6.392,-0.011,0.817,6.410
2.14,-0.030,-0.019,-0.037,-6.434,-0.011,0.822,6.451
2.16,-0.030,-0.019,-0.037,-6.434,-0.011,0.822,6.451
2.19,-0.030,-0.019,-0.037,-6.476,-0.011,0.827,6.494
2.21,-0.030,-0.019,-0.037,-6.476,-0.011,0.827,6.494
2.23,-0.030,-0.020,-0.038,-6.517,-0.011,0.832,6.535
2.25,-0.030,-0.020,-0.038,-6.517,-0.011,0.832,6.535
2.27,-0.030,-0.020,-0.039,-6.558,-0.011,0.836,6.577
2.29,-0.030,-0.020,-0.039,-6.558,-0.011,0.836,6.577
2.31,-0.030,-0.020,-0.040,-6.600,-0.010,0.841,6.619
2.33,-0.030,-0.020,-0.040,-6.600,-0.010,0.841,6.619
2.35,-0.029,-0.019,-0.040,-6.642,-0.010,0.846,6.661
2.37,-0.029,-0.019,-0.040,-6.642,-0.010,0.846,6.661
2.40,-0.029,-0.019,-0.041,-6.683,-0.010,0.850,6.703
2.42,-0.029,-0.019,-0.041,-6.683,-0.010,0.850,6.703
2.44,-0.029,-0.018,-0.042,-6.724,-0.010,0.855,6.745
2.46,-0.029,-0.018,-0.042,-6.724,-0.010,0.855,6.745
2.48,-0.028,-0.018,-0.043,-6.766,-0.010,0.860,6.787
2.50,-0.028,-0.018,-0.043,-6.766,-0.010,0.860,6.787
2.52,-0.028,-0.017,-0.044,-6.827,-0.010,0.867,6.849
2.54,-0.028,-0.017,-0.044,-6.827,-0.010,0.867,6.849
2.56,-0.028,-0.017,-0.044,-6.827,-0.010,0.867,6.849
2.58,-0.027,-0.016,-0.045,-6.868,-0.010,0.871,6.891
2.60,-0.027,-0.016,-0.045,-6.868,-0.010,0.871,6.891
